ParticipantID,StartDate,EndDate,1_Age_What is your age?,2_State_In which US state do you currently reside?,3_Race_What is your race/ethnicity? Select all that apply. - Selected Choice(s),3_Race_TEXT_What is your race/ethnicity? Select all that apply. - Other (please specify): - Text,4_Gender_What is your gender identity? - Selected Choice,4_Gender_TEXT_What is your gender identity? - Other (please specify): - Text,"5_PoliticalParty_In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else? - Selected Choice","5_PoliticalParty_TEXT_In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else? - Something else (please specify): - Text",6_Education_What is the highest level of education you have completed or are currently working toward?,7_PoliticalViews_How would you describe your political views? - Selected Choice,7_PoliticalViews_TEXT_How would you describe your political views? - Other (please specify): - Text,8_Religiosity_How often do you attend religious services?,9_ElectionViews_Which of the following statements most closely describes your views on the 2020 U.S. presidential election?,10_SepChurch&State_Which of the following statements most closely describes your views on separation of church and state?,11_AbortionViews_Which of the following statements most closely describes your views on abortion?,12_DeathPenaltyViews_Which of the following statements most closely describes your views on capital punishment (the death penalty)?,"13_DoctorPenalty_If a doctor performs multiple illegal abortions, which of the following do you think would be the most appropriate penalty?","14_PatientPenalty_If a woman receives an illegal abortion, which of the following do you think would be the most appropriate penalty?",15_CourtApproval_Do you approve of the recent U.S. Supreme Court decision to overturn Roe v. Wade?,16_Approval%_What percentage of Americans do you think approve of the recent Supreme Court decision to overturn Roe v. Wade? Use the slider below to select your estimation.,17_ExceptFetalDeath_Do you think abortion should be legal in cases where the fetus has a disease that will cause it to die before or shortly after birth?,18_ExceptRapeIncest_Do you think abortion should be legal in cases of rape or incest?,19_ExceptMomsLife_Do you think abortion should be legal in cases where the pregnancy threatens the mother's life?,20_EmbryoisPerson_Do you believe that a fertilized egg (embryo) is a person?,"21_AbortionCasualSex_How much do you agree with this statement?: If abortions are difficult or impossible to get, people will be less likely to have casual sex with multiple partners.",22_FourTrimesters_Is the following statement true or false?: There are four trimesters in a pregnancy.,23_StateLawViews_Which of the following statements most accurately describes your views on your state's abortion laws?,24_StateRestrict_At what stage of pregnancy is abortion currently restricted in your state?,25_StateExceptFetus_Does your state's current law(s) allow for abortion in cases where the fetus has a disease that will cause it to die before or shortly after birth?,26_StateExceptRape_Does your state's current law(s) allow for abortion in cases of rape or incest?,27_StateExceptMom_Does your state's current law(s) allow for abortion in cases where the pregnancy threatens the mother's life?,"28_Condoms%_For women who use condoms as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.","29_Pill%_For women who use birth control pills as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.","30_PullingOut%_For women who use the ""pulling out"" method as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.",31_ImplantFail%_About what percent of the time does a fertilized egg (embryo) fail to implant in the uterus (womb) and grow into a fetus? Use the slider below to make your guess.,32_OutsideImplant%_About what percent of the time does a fertilized egg (embryo) implant outside of the uterus (womb)? Use the slider below to make your guess.,33_Miscarriage%_About what percent of pregnancies end in miscarriage?  Use the slider below to make your guess.,"34_EctopicSurvive_Is the following statement true or false?: An embryo that implants outside the womb (an ""ectopic pregnancy"") can survive to be born.","35_EctopicSurgery_Is the following statement true or false?: An embryo that implants outside the womb (an ""ectopic pregnancy"") can be surgically re-implanted in the womb.","36_AssaultResponse_Is the following statement true or false?: When a woman is sexually assaulted, her body naturally takes steps to prevent pregnancy in response to the assault.","37_FetalWeight_On average, how much does a typical fetus weigh at the end of the first trimester of pregnancy?","38_FetalLength_On average, about how long is a typical fetus at the end of the first trimester of pregnancy?",39_LabelOvary_Which letter points to the ovary?,40_LabelUterus_Which letter points to the uterus?,41_LabelVagina_Which letter points to the vagina?,42_LabelClitoris_Which letter points to the clitoris?,43_SelectIUD_Which of the following images shows an IUD (intrauterine device)? Select all that apply.,44_AgeofConsent_What do you think the legal age of consent should be for engaging in sexual activity?,"45_CasualSex_How much do you agree with this statement?: Casual sex, or sexual promiscuity, is a major cause of societal problems.",46_WomanCasualSex_How much do you agree with this statement?: There is nothing wrong with a woman who engages in casual sex with multiple partners.,47_EmbryosLab_How much do you agree with this statement?: Fertilized eggs (embryos) should not be created in a lab for the use of in-vitro fertilization if not all of the embryos will eventually be implanted.,48_AbortionTrans_Do you think abortion should be legal in the following situation?: A genetic test of the fetus is able to detect that the baby will grow up to be transgender.,"49_OtherThoughts_If you'd like to share additional thoughts on any of the topics mentioned in this survey, please do so in the box below."
217980713,44766.01319,44766.01667,41,Georgia,White,,Man,,Democrat,,Graduate degree,Liberal,,Once or twice a month,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",A monetary fine,Imprisonment for more than 5 years,Yes,62,Yes,No,Yes,No,Somewhat agree,TRUE,My state's abortion laws should be more permissive.,Abortion is restricted once a fetal heartbeat is detected. ,No,Yes,No,60,71,61,60,72,59,TRUE,FALSE,TRUE,4 ounces (1/4 of a pound),3 to 4 inches,J,J,I,L,"7,9",21 or older,Somewhat agree,Somewhat agree,Strongly agree,Yes,aditonal therough
179601677,44766.01319,44766.01806,48,Tennessee,White,,Woman,,Republican,,Bachelor's degree or equivalent,Conservative,,More than once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,Imprisonment for less than 5 years,No,15,Yes,No,Yes,Yes,Somewhat disagree,FALSE,My state's abortion laws should be more restrictive.,Abortion is restricted at all stages of pregnancy.,Yes,No,Yes,52,8,80,76,64,17,TRUE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,J,N,M,K,7,18,Strongly agree,Strongly disagree,Somewhat disagree,No,
1504515307,44766.01389,44766.01875,68,Arizona,White,,Woman,,Republican,,Bachelor's degree or equivalent,Very conservative,,Once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",No penalty,No penalty,I don't have an opinion.,42,Yes,Yes,Yes,Yes,Somewhat agree,FALSE,I'm not familiar with my state's abortion laws.,I don't know.,I don't know.,I don't know.,I don't know.,7,6,15,14,8,9,FALSE,FALSE,FALSE,1 ounce or less,Less than an inch,A,F,N,M,7,18,Strongly agree,Neither agree nor disagree,Somewhat disagree,No,
228104001,44766.01389,44766.01875,54,Tennessee,White,,Man,,Republican,,Bachelor's degree or equivalent,Very conservative,,More than once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,A monetary fine,Yes,70,Yes,Yes,No,Yes,Strongly disagree,TRUE,My state's abortion laws should be more restrictive.,Abortion is restricted at all stages of pregnancy.,I don't know.,Yes,I don't know.,73,24,100,55,81,55,TRUE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,D,I,M,M,5,20,Strongly agree,Strongly disagree,Somewhat agree,No,
135523472,44766.01389,44766.01667,38,Oklahoma,Black or African-American,,Woman,,Democrat,,High school or high school equivalent,Conservative,,Once a week,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",A monetary fine,Imprisonment for less than 5 years,No,54,Yes,Yes,Yes,Yes,Strongly agree,TRUE,I'm not familiar with my state's abortion laws.,Abortion is restricted at all stages of pregnancy.,Yes,Yes,Yes,53,60,47,57,55,60,TRUE,TRUE,TRUE,1 ounce or less,Less than an inch,D,H,F,C,"3,8",18,Strongly agree,Strongly agree,Strongly agree,Yes,
1502566912,44766.01458,44766.02292,72,Iowa,"Hispanic or Latino/a,White",,Man,,Republican,,Bachelor's degree or equivalent,Conservative,,Rarely,The election was stolen.,The federal government should enforce separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,Imprisonment for more than 5 years,Yes,70,Yes,Yes,Yes,Yes,Neither agree nor disagree,FALSE,My state's abortion laws are about right.,Abortion is restricted starting in the second trimester of pregnancy.,I don't know.,Yes,Yes,9,8,14,18,19,19,TRUE,TRUE,TRUE,4 ounces (1/4 of a pound),3 to 4 inches,F,F,N,K,7,18,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,none
232295423,44766.01458,44766.02292,29,Alabama,White,,Woman,,Independent,,Bachelor's degree or equivalent,Moderate,,Never,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",No penalty,No penalty,Yes,52,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,No,No,35,21,45,39,22,47,FALSE,FALSE,FALSE,1 ounce or less,Less than an inch,E,H,I,K,7,16,Strongly disagree,Strongly agree,Strongly disagree,No,
233518548,44766.01458,44766.01736,22,Arkansas,Black or African-American,,Man,,Republican,,High school or high school equivalent,Conservative,,A few times a year,The election was stolen.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,Imprisonment for less than 5 years,Yes,58,No,Yes,No,Yes,Neither agree nor disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted once fetal viability is determined by a doctor.,Yes,No,Yes,64,28,69,77,19,72,FALSE,TRUE,TRUE,4 pounds,3 to 4 inches,L,C,I,N,"2,6,7,9",20,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Yes,
80289504,44766.01528,44766.02083,33,Missouri,White,,Man,,Republican,,High school or high school equivalent,Conservative,,Once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",The death penalty,Imprisonment for more than 5 years,Yes,65,No,No,No,Yes,Strongly disagree,FALSE,My state's abortion laws are about right.,Abortion is restricted at all stages of pregnancy.,No,I don't know.,No,50,50,80,45,30,45,TRUE,FALSE,FALSE,4 ounces (1/4 of a pound),3 to 4 inches,F,H,I,K,7,21 or older,Strongly agree,Strongly disagree,Somewhat agree,No,
169703771,44766.01528,44766.02014,35,Texas,White,,Man,,Democrat,,Graduate degree,Very conservative,,More than once a week,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"The death penalty is morally wrong, even when someone commits multiple murders.",A monetary fine,No penalty,Yes,100,Yes,Yes,Yes,Yes,Strongly agree,TRUE,My state's abortion laws should be more restrictive.,Abortion is restricted at all stages of pregnancy.,Yes,Yes,No,100,100,100,100,100,100,TRUE,TRUE,TRUE,3 pounds,1 to 2 inches,A,B,N,H,2,18,Strongly agree,Strongly agree,Somewhat agree,No,very good support i like do continue thank you
142349884,44766.01597,44766.01944,32,Alabama,White,,Man,,Republican,,Graduate degree,Very conservative,,Once a week,The election was stolen.,The federal government should enforce separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,Imprisonment for more than 5 years,Yes,62,No,Yes,No,Yes,Neither agree nor disagree,TRUE,I'm not familiar with my state's abortion laws.,I don't know.,Yes,Yes,No,73,59,43,70,48,39,FALSE,TRUE,TRUE,2 pounds,3 to 4 inches,M,I,C,H,"1,6,7",21 or older,Strongly agree,Somewhat disagree,Neither agree nor disagree,No,
234078393,44766.01597,44766.07708,21,Kentucky,White,,Woman,,Democrat,,High school or high school equivalent,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"The death penalty is morally wrong, even when someone commits multiple murders.",A monetary fine,No penalty,No,50,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,Yes,Yes,60,45,75,60,40,55,FALSE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,E,F,I,K,7,16,Strongly disagree,Strongly agree,Somewhat disagree,No,This was a great survey our country is going through a lot hopefully we can go to the future and stop repeating the past.
